Name,Date,Wins,Losses,Draws,Current lose streak,Current win streak,Average significant strikes landed,Average significant strike %,Average submissions attempted,Average takedowns landed,Average takedown %,Longest win streak,Total rounds fought,Total title bouts,Wins by majority decision,Wins by split decision,Wins by unanimous decision,Wins by KO/TKO,Wins by Submission,Wins by Doctor Stoppage,Age,Stance,Height (cm),Reach (cm),Win ratio,Total fights
Derrick Lewis,2021-08-07,16,5,0,0,4,2.49,0.5,0.0,0.49,0.25,6,48,1,0,2,2,12,0,0,36,Orthodox,190.5,200.66,0.7619047619047619,21
Desmond Green,2019-03-30,2,3,0,1,0,48.2,0.426,0.0,1.0,0.3,1,15,0,0,1,1,0,0,0,29,Southpaw,177.8,185.42,0.4,5
Devin Clark,2021-09-18,6,5,0,1,0,3.13,0.56,0.1,2.51,0.34,2,25,0,0,0,6,0,0,0,31,Orthodox,182.88,190.5,0.5454545454545454,11
Devin Powell,2018-07-28,0,2,0,2,0,32.5,0.405,1.0,0.0,0.0,0,6,0,0,0,0,0,0,0,30,Orthodox,182.88,185.42,0.0,2
Devonte Smith,2021-10-02,4,1,0,0,1,5.1,0.52,0.5,0.53,1.0,3,6,0,0,0,0,4,0,0,28,Orthodox,175.26,193.04,0.8,5
Dhiego Lima,2021-06-19,4,6,0,1,0,3.12,0.39,0.6,1.26,0.34,3,21,0,0,2,1,1,0,0,32,Orthodox,187.96,190.5,0.4,10
Diana Belbita,2021-07-24,0,2,0,2,0,6.72,0.46,0.0,0.92,0.66,0,4,0,0,0,0,0,0,0,25,Orthodox,170.18,172.72,0.0,2
Diego Brandao,2016-01-02,6,3,0,0,2,19.66666667,0.49,0.333333333,1.666666667,0.412222222,3,15,1,0,0,2,1,2,1,28,Orthodox,170.18,172.72,0.6666666666666666,9
Diego Ferreira,2021-05-08,8,3,0,1,0,4.7,0.37,0.8,0.81,0.24,6,24,0,0,0,3,3,2,0,36,Orthodox,175.26,187.96,0.7272727272727273,11
Diego Nunes,2013-01-19,3,2,0,0,1,49.6,0.432,0.0,1.0,0.3,1,15,0,0,1,2,0,0,0,30,Orthodox,167.64,170.18,0.6,5
Diego Rivas,2018-05-19,2,1,0,1,0,15.66666667,0.423333333,0.666666667,1.333333333,0.886666667,2,8,0,0,0,1,1,0,0,26,Orthodox,172.72,175.26,0.6666666666666666,3
Diego Sanchez,2020-09-26,22,12,0,0,1,2.73,0.38,0.9,1.57,0.24,9,86,2,0,3,10,6,2,0,38,Southpaw,177.8,182.88,0.6470588235294118,34
Dileno Lopes,2016-07-07,0,1,0,1,0,46.0,0.42,3.0,3.0,0.75,0,3,1,0,0,0,0,0,0,31,Southpaw,165.1,165.1,0.0,1
Dmitrii Smoliakov,2019-04-27,0,2,0,2,0,9.5,0.455,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,36,Switch,187.96,187.96,0.0,2
Domingo Pilarte,2021-08-21,1,1,0,1,0,1.31,0.47,0.8,1.2,0.42,1,6,0,0,0,0,0,1,0,31,Southpaw,182.88,185.42,0.5,2
Dominic Waters,2016-05-08,0,2,0,2,0,6.5,0.12,0.0,2.5,0.5,0,4,0,0,0,0,0,0,0,27,Orthodox,185.42,200.66,0.0,2
Dominick Cruz,2021-03-06,12,3,0,2,0,3.65,0.32,0.1,2.99,0.46,12,53,6,0,2,8,2,0,0,35,Orthodox,172.72,172.72,0.8,15
Dominick Reyes,2021-05-01,6,2,0,2,0,4.77,0.5,0.4,0.36,0.28,6,17,2,0,1,1,3,1,0,31,Southpaw,193.04,195.58,0.75,8
Dominique Steele,2016-08-06,1,2,0,1,0,24.0,0.68,0.0,3.333333333,0.473333333,1,7,0,0,0,0,1,0,0,28,Orthodox,177.8,187.96,0.3333333333333333,3
Don'Tale Mayes,2020-11-14,2,3,0,2,0,4.19,0.45,0.0,0.0,0.0,2,11,0,0,0,0,2,0,0,28,Orthodox,198.12,205.74,0.4,5
Donald Cerrone,2021-05-08,29,15,0,4,0,4.43,0.46,1.2,1.18,0.33,8,103,1,0,0,9,10,10,0,38,Orthodox,185.42,185.42,0.6590909090909091,44
Dong Hyun Kim,2017-06-17,13,4,0,0,3,23.82352941,0.523529412,0.470588235,2.176470588,0.445882353,4,42,0,0,2,6,4,1,0,35,Southpaw,187.96,193.04,0.7647058823529411,17
Dong Hyun Ma,2019-08-03,3,3,0,1,0,2.84,0.41,0.0,1.27,0.53,3,14,0,0,1,1,1,0,0,30,Orthodox,180.34,177.8,0.5,6
Dongi Yang,2015-11-28,1,3,0,2,0,47.5,0.5175,0.5,1.5,0.6075,1,11,0,0,0,0,1,0,0,30,Southpaw,177.8,180.34,0.25,4
Donny Walker,2011-09-17,0,1,0,1,0,31.0,0.37,2.0,0.0,0.0,0,3,0,0,0,0,0,0,0,31,Orthodox,175.26,180.0,0.0,1
Dooho Choi,2018-01-14,3,1,0,1,0,27.25,0.6,0.0,0.25,0.05,3,6,0,0,0,0,3,0,0,26,Orthodox,177.8,177.8,0.75,4
Douglas Silva de Andrade,2021-10-02,4,4,0,1,0,3.79,0.38,0.0,0.69,0.5,2,22,0,0,0,3,1,0,0,36,Orthodox,170.18,172.72,0.5,8
Drakkar Klose,2020-03-07,5,1,0,0,3,3.98,0.52,0.0,1.67,0.3,3,18,0,0,1,4,0,0,0,31,Orthodox,175.26,177.8,0.8333333333333334,6
Drako Rodriguez,2021-08-07,1,1,0,1,0,3.37,0.36,0.7,2.93,0.66,1,2,0,0,0,0,0,1,0,25,Orthodox,172.72,175.26,0.5,2
Drew Dober,2021-06-12,10,6,0,1,0,4.38,0.4,0.1,0.82,0.18,3,33,0,0,0,3,6,1,0,32,Southpaw,172.72,177.8,0.625,16
Dricus Du Plessis,2021-07-10,1,0,0,0,1,5.07,0.48,0.0,2.99,0.5,1,1,0,0,0,0,1,0,0,27,Switch,185.42,193.04,1.0,1
Duane Ludwig,2012-09-29,4,4,0,2,0,38.125,0.46,0.0,0.125,0.0625,2,14,0,0,1,2,1,0,0,34,Orthodox,177.8,177.8,0.5,8
Dusko Todorovic,2021-06-05,2,1,0,1,0,5.71,0.54,0.0,0.35,0.05,2,6,0,0,0,1,1,0,0,27,Orthodox,185.42,187.96,0.6666666666666666,3
Dustin Hazelett,2010-12-11,5,4,0,2,0,13.55555556,0.412222222,1.666666667,0.222222222,0.222222222,3,14,0,0,0,1,0,4,0,24,Orthodox,185.42,193.04,0.5555555555555556,9
Dustin Jacoby,2021-08-28,3,2,1,0,3,4.32,0.49,0.0,0.35,0.4,3,16,0,0,0,2,1,0,0,33,Orthodox,190.5,193.04,0.5,6
Dustin Kimura,2014-04-16,2,1,0,0,1,10.66666667,0.243333333,2.333333333,0.0,0.0,1,5,0,0,0,0,0,2,0,24,Orthodox,170.18,180.34,0.6666666666666666,3
Dustin Ortiz,2019-01-19,8,5,0,0,3,35.69230769,0.446923077,0.076923077,2.461538462,0.280769231,3,34,0,0,3,1,4,0,0,30,Orthodox,165.1,165.1,0.6153846153846154,13
Dustin Pague,2013-06-15,1,3,0,2,0,18.0,0.5,0.5,0.5,0.375,1,8,0,0,0,0,0,1,0,25,Orthodox,175.26,187.96,0.25,4
Dustin Poirier,2021-07-10,20,6,0,0,2,5.62,0.5,1.2,1.5,0.36,5,64,2,1,0,6,10,3,0,32,Southpaw,175.26,182.88,0.7692307692307693,26
Dustin Stoltzfus,2021-07-17,1,1,0,1,0,3.68,0.41,0.5,0.48,0.09,1,4,0,0,0,0,1,0,0,29,Orthodox,182.88,190.5,0.5,2
Dwight Grant,2021-04-24,3,2,0,1,0,3.36,0.36,0.0,0.5,1.0,2,10,0,0,1,0,2,0,0,36,Switch,185.42,193.04,0.6,5
Dylan Andrews,2015-05-09,2,2,0,2,0,14.25,0.5625,0.0,1.5,0.39,2,7,0,0,0,0,2,0,0,35,Switch,185.42,185.42,0.5,4
Ed Herman,2021-08-07,13,11,0,0,3,3.28,0.48,1.1,2.08,0.48,3,55,0,0,1,3,4,5,0,40,Orthodox,185.42,195.58,0.5416666666666666,24
Eddie Alvarez,2018-07-28,4,3,0,0,1,53.42857143,0.404285714,0.0,1.714285714,0.25,3,17,2,0,2,0,2,0,0,34,Orthodox,175.26,175.26,0.5714285714285714,7
Eddie Gordon,2015-06-27,1,2,0,2,0,22.33333333,0.436666667,0.0,1.666666667,0.666666667,1,6,1,0,0,0,1,0,0,31,Orthodox,182.88,193.04,0.3333333333333333,3
Eddie Wineland,2021-02-20,11,11,0,2,0,3.4,0.29,0.1,0.34,0.33,4,3,1,0,0,0,0,0,0,36,Orthodox,170.18,175.26,0.5,22
Eddie Yagin,2012-04-21,0,1,0,1,0,10.0,0.38,2.0,0.0,0.0,0,3,0,0,0,0,0,0,0,33,Orthodox,170.18,175.0,0.0,1
Edgar Garcia,2016-01-02,0,3,0,3,0,22.66666667,0.406666667,0.333333333,1.333333333,0.61,0,5,0,0,0,0,0,0,0,31,Orthodox,177.8,180.34,0.0,3
Edmen Shahbazyan,2021-05-22,5,1,0,1,0,3.46,0.49,0.7,2.97,0.4,5,10,0,0,1,0,3,1,0,23,Orthodox,187.96,187.96,0.8333333333333334,6
Edson Barboza,2021-08-28,16,9,0,0,2,4.11,0.44,0.1,0.4,0.44,4,64,0,1,1,6,8,0,0,35,Orthodox,180.34,190.5,0.64,25
Eduardo Garagorri,2020-11-07,1,1,0,1,0,3.75,0.54,0.0,0.79,1.0,1,4,0,0,0,1,0,0,0,31,Orthodox,175.26,177.8,0.5,2
Edward Faaloloto,2011-11-05,0,1,0,1,0,17.0,0.39,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,27,Southpaw,185.42,177.8,0.0,1
Edwin Figueroa,2013-11-16,2,3,0,2,0,35.0,0.448,0.6,0.2,0.2,2,13,0,0,1,0,1,0,0,29,Orthodox,170.18,175.26,0.4,5
Efrain Escudero,2016-04-23,5,6,0,1,0,33.18181818,0.462727273,0.727272727,1.090909091,0.286363636,2,29,1,0,0,3,1,1,0,30,Orthodox,175.26,177.8,0.45454545454545453,11
Eiji Mitsuoka,2012-08-11,0,1,0,1,0,32.0,0.48,1.0,1.0,0.25,0,2,0,0,0,0,0,0,0,36,Southpaw,170.18,173.0,0.0,1
Elias Silverio,2015-08-23,3,1,0,1,0,62.75,0.505,0.25,1.5,0.625,3,12,0,0,0,2,0,1,0,28,Orthodox,180.34,185.42,0.75,4
Elias Theodorou,2019-05-04,8,2,0,0,3,57.9,0.417,0.0,1.3,0.266,3,28,1,0,1,5,2,0,0,30,Orthodox,185.42,190.5,0.8,10
Eliot Marshall,2011-10-29,3,2,0,2,0,20.4,0.3,0.4,0.2,0.2,3,11,0,0,1,1,0,1,0,31,Orthodox,187.96,195.58,0.6,5
Elizabeth Phillips,2016-08-20,1,2,0,0,1,47.0,0.393333333,0.333333333,0.666666667,0.166666667,1,9,0,0,0,1,0,0,0,30,Orthodox,167.64,165.1,0.3333333333333333,3
Elizeu Dos Santos,2020-03-14,7,2,0,1,0,4.18,0.39,0.6,0.45,0.14,7,22,0,0,1,2,3,1,0,33,Orthodox,180.34,185.42,0.7777777777777778,9
Elizeu Zaleski dos Santos,2020-07-11,8,2,0,0,1,4.17,0.39,0.5,0.65,0.2,7,25,0,0,1,3,3,1,0,33,Orthodox,180.34,185.42,0.8,10
Elvis Mutapcic,2016-12-03,0,2,0,2,0,51.0,0.415,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0,30,Orthodox,182.88,182.88,0.0,2
Emil Meek,2020-02-22,1,2,0,2,0,2.24,0.38,1.3,0.33,0.5,1,9,0,0,0,1,0,0,0,31,Switch,180.34,187.96,0.3333333333333333,3
Emily Peters Kagan,2015-12-10,0,1,0,1,0,41.0,0.45,0.0,2.0,0.16,0,3,0,0,0,0,0,0,0,34,Orthodox,160.02,167.64,0.0,1
Emily Whitmire,2021-09-18,2,3,0,2,0,2.5,0.31,0.5,1.9,0.66,2,8,0,0,0,1,0,1,0,30,Orthodox,165.1,160.02,0.4,5
Enrique Barzola,2019-10-26,6,2,0,0,1,3.93,0.39,0.2,4.56,0.45,4,24,0,0,1,5,0,0,0,30,Orthodox,170.18,177.8,0.75,8
Enrique Marin,2016-07-09,0,1,0,1,0,27.0,0.28,0.0,1.0,0.33,0,3,1,0,0,0,0,0,0,29,Orthodox,177.8,187.96,0.0,1
Eric Schafer,2012-01-20,3,5,0,3,0,16.875,0.49875,1.125,0.875,0.19125,2,15,0,0,0,0,1,2,0,34,Orthodox,190.5,190.5,0.375,8
Eric Shelton,2018-11-10,1,3,0,1,0,47.5,0.45,0.25,2.5,0.385,1,12,0,0,0,1,0,0,0,27,Orthodox,167.64,172.72,0.25,4
Eric Spicely,2018-05-27,2,2,0,1,0,7.5,0.565,0.75,0.75,0.2575,2,5,0,0,0,0,0,2,0,31,Orthodox,185.42,185.42,0.5,4
Eric Wisely,2012-04-14,0,1,0,1,0,2.0,0.5,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,27,Southpaw,172.72,178.0,0.0,1
Erick Montano,2016-11-05,1,1,0,1,0,35.0,0.465,0.0,2.0,0.455,1,6,1,0,1,0,0,0,0,30,Orthodox,182.88,185.42,0.5,2
Erick Silva,2017-12-16,7,7,0,1,0,18.0,0.548571429,0.714285714,0.428571429,0.172142857,2,25,0,0,0,0,2,5,0,33,Orthodox,182.88,187.96,0.5,14
Ericka Almeida,2015-10-24,0,1,0,1,0,13.0,0.35,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,26,Orthodox,167.64,172.72,0.0,1
Erik Koch,2019-07-27,7,6,0,2,0,2.33,0.42,1.0,1.02,0.42,4,27,0,0,0,2,3,2,0,30,Southpaw,177.8,180.34,0.5384615384615384,13
Erik Perez,2016-11-05,6,2,0,0,2,31.125,0.4825,0.125,2.0,0.33125,3,17,0,0,0,3,2,1,0,26,Orthodox,172.72,172.72,0.75,8
Ernest Chavez,2014-10-04,1,1,0,1,0,41.0,0.415,0.0,1.0,0.5,1,6,0,0,1,0,0,0,0,31,Orthodox,172.72,177.8,0.5,2
Eryk Anders,2021-06-12,5,5,0,1,0,3.2,0.47,0.1,1.47,0.32,2,29,0,0,1,1,3,0,0,34,Southpaw,185.42,190.5,0.5,10
Estevan Payan,2013-12-28,0,1,0,1,0,25.0,0.26,1.0,0.0,0.0,0,3,0,0,0,0,0,0,0,31,Orthodox,177.8,182.88,0.0,1
Evan Dunham,2020-06-06,11,8,1,2,0,5.35,0.39,1.0,1.83,0.33,4,49,0,0,3,5,2,1,0,38,Southpaw,177.8,177.8,0.55,20
Fabio Cherant,2021-08-21,0,2,0,2,0,2.01,0.47,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,26,Southpaw,185.42,187.96,0.0,2
Fabio Maldonado,2015-11-07,5,5,0,1,0,69.1,0.536,0.5,0.4,0.25,3,26,0,0,1,2,2,0,0,35,Orthodox,185.42,190.5,0.5,10
Fabricio Camoes,2014-10-25,1,4,0,2,0,13.0,0.438,1.0,1.6,0.308,1,10,0,0,0,0,0,1,0,35,Orthodox,177.8,185.42,0.2,5
Fabricio Werdum,2020-07-25,22,9,0,2,0,3.61,0.52,1.1,1.71,0.31,6,71,3,0,0,6,6,10,0,42,Orthodox,193.04,195.58,0.7096774193548387,31
Fares Ziam,2021-06-12,1,1,0,0,1,2.13,0.39,0.0,0.33,0.11,1,6,0,0,0,1,0,0,0,24,Orthodox,185.42,190.5,0.5,2
Felice Herrig,2020-08-15,5,3,0,2,0,3.69,0.36,0.9,1.2,0.3,4,21,0,0,1,2,0,2,0,35,Orthodox,162.56,165.1,0.625,8
Felicia Spencer,2021-05-22,2,2,0,1,0,3.05,0.44,0.2,0.48,0.1,1,10,1,0,0,0,1,1,0,30,Orthodox,167.64,172.72,0.5,4
Felipe Arantes,2018-06-23,5,6,0,2,0,30.36363636,0.497272727,0.636363636,0.818181818,0.23,2,28,0,0,0,2,1,2,0,30,Orthodox,172.72,185.42,0.45454545454545453,11
Felipe Colares,2021-05-01,1,2,0,1,0,2.15,0.51,0.8,2.0,0.23,1,9,0,0,1,0,0,0,0,27,Orthodox,172.72,175.26,0.3333333333333333,3
Felipe Silva,2018-05-19,1,1,0,1,0,5.5,0.22,0.0,0.0,0.0,1,2,0,0,0,0,1,0,0,34,Orthodox,182.88,195.58,0.5,2
Fernando Bruno,2016-07-08,0,1,0,1,0,20.0,0.62,0.0,2.0,0.18,0,3,1,0,0,0,0,0,0,34,Southpaw,167.64,177.8,0.0,1
Forrest Griffin,2012-07-07,9,5,0,1,0,50.78571429,0.36,0.571428571,0.714285714,0.209285714,3,34,3,0,1,5,1,2,0,33,Orthodox,190.5,195.58,0.6428571428571429,14
Forrest Petz,2010-09-15,2,4,0,2,0,30.5,0.32,0.0,1.166666667,0.333333333,1,16,0,0,0,2,0,0,0,34,Orthodox,175.26,180.34,0.3333333333333333,6
Francimar Barroso,2018-01-20,4,4,0,1,0,30.5,0.4475,0.0,2.125,0.23375,2,21,0,0,0,4,0,0,0,37,Orthodox,185.42,190.5,0.5,8
Francis Carmont,2014-08-23,6,2,0,2,0,25.75,0.46375,0.625,1.625,0.36625,6,22,0,0,1,3,0,2,0,32,Orthodox,190.5,198.12,0.75,8
Francis Ngannou,2021-03-27,10,2,0,0,4,2.54,0.41,0.4,0.2,0.33,6,20,1,0,0,0,9,1,0,34,Orthodox,193.04,210.82,0.8333333333333334,12
Francisco Figueiredo,2021-07-17,1,0,0,0,1,1.9,0.58,0.0,3.0,0.75,1,3,0,0,0,1,0,0,0,31,Southpaw,167.64,172.72,1.0,1
Francisco Rivera,2016-07-30,4,6,0,2,0,36.6,0.442,0.4,0.7,0.275,2,21,0,0,0,1,3,0,0,34,Orthodox,172.72,172.72,0.4,10
Francisco Trevino,2015-06-13,1,0,0,0,1,47.0,0.4,0.0,2.0,0.28,1,3,0,0,0,1,0,0,0,33,Orthodox,175.26,177.8,1.0,1
Francisco Trinaldo,2021-06-05,16,6,0,0,3,3.08,0.43,0.5,1.03,0.45,7,56,0,0,1,8,5,2,0,42,Southpaw,175.26,177.8,0.7272727272727273,22
Frank Camacho,2019-06-01,1,2,0,2,0,95.0,0.47,0.0,1.333333333,0.4,1,8,0,0,1,0,0,0,0,30,Orthodox,177.8,185.42,0.3333333333333333,3
Frank Mir,2016-03-19,16,10,0,1,0,13.0,0.493846154,0.807692308,0.807692308,0.271153846,4,42,5,0,0,2,5,8,0,36,Southpaw,190.5,200.66,0.6153846153846154,26
Frankie Edgar,2021-02-06,18,8,1,0,1,3.7,0.39,0.3,2.28,0.31,5,94,9,0,1,10,5,2,0,39,Orthodox,167.64,172.72,0.6666666666666666,27
Frankie Perez,2017-07-22,1,2,0,1,0,16.0,0.533333333,0.333333333,0.666666667,0.193333333,1,7,0,0,0,0,1,0,0,28,Orthodox,180.34,185.42,0.3333333333333333,3
Frankie Saenz,2020-08-01,5,4,0,1,0,3.97,0.46,0.1,1.77,0.32,3,25,0,0,2,3,0,0,0,39,Orthodox,167.64,167.64,0.5555555555555556,9
Fredy Serrano,2016-12-17,2,1,0,1,0,15.0,0.386666667,0.0,2.666666667,0.366666667,2,7,0,0,0,0,2,0,0,37,Orthodox,160.02,165.1,0.6666666666666666,3
Gabe Green,2021-02-13,0,1,0,1,0,8.47,0.46,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,27,Switch,177.8,185.42,0.0,1
Gabe Ruediger,2011-02-05,0,2,0,2,0,4.0,0.21,0.0,1.0,0.08,0,3,0,0,0,0,0,0,0,33,Orthodox,177.8,178.0,0.0,2
Gabriel Benitez,2021-07-17,6,4,0,0,1,4.35,0.39,1.2,0.15,0.5,2,21,0,0,0,2,2,2,0,33,Southpaw,172.72,180.34,0.6,10
Gabriel Gonzaga,2016-04-10,12,9,0,0,1,13.71428571,0.54047619,0.523809524,1.095238095,0.41952381,4,36,1,0,0,1,7,4,0,36,Orthodox,187.96,193.04,0.5714285714285714,21
Gadzhimurad Antigulov,2020-10-17,2,3,0,3,0,2.89,0.56,2.8,8.4,0.42,2,5,0,0,0,0,0,2,0,33,Orthodox,180.34,177.8,0.4,5
Gaetano Pirrello,2021-10-02,0,1,0,1,0,0.99,0.55,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,29,Orthodox,170.18,165.1,0.0,1
Galore Bofando,2017-12-16,1,0,0,0,1,10.0,0.4,0.0,1.0,1.0,1,1,0,0,0,0,1,0,0,35,Switch,180.34,182.88,1.0,1
Garett Whiteley,2014-12-13,0,2,0,2,0,25.5,0.43,1.0,0.0,0.0,0,4,0,0,0,0,0,0,0,33,Orthodox,182.88,182.88,0.0,2
Garreth McLellan,2016-08-27,1,2,0,1,0,40.66666667,0.563333333,1.0,0.666666667,0.133333333,1,8,0,0,0,0,1,0,0,33,Southpaw,185.42,182.88,0.3333333333333333,3
Gasan Umalatov,2015-11-07,1,2,0,1,0,32.0,0.403333333,0.0,1.0,0.13,1,9,0,0,0,1,0,0,0,33,Orthodox,180.34,180.34,0.3333333333333333,3
Gavin Tucker,2021-03-13,4,1,0,0,3,4.39,0.45,1.5,2.98,0.42,3,15,0,0,0,2,0,2,0,34,Southpaw,167.64,167.64,0.8,5
Geane Herrera,2016-11-26,1,2,0,1,0,20.0,0.46,0.666666667,0.666666667,0.5,1,8,0,0,0,0,1,0,0,26,Orthodox,165.1,167.64,0.3333333333333333,3
Gegard Mousasi,2017-04-08,8,3,0,0,4,37.81818182,0.504545455,0.272727273,0.818181818,0.340909091,4,25,0,0,0,3,4,1,0,31,Orthodox,187.96,193.04,0.7272727272727273,11
Geoff Neal,2021-05-08,6,1,0,1,0,4.42,0.48,0.2,0.6,0.5,6,15,0,0,0,1,4,1,0,30,Southpaw,180.34,190.5,0.8571428571428571,7
George Roop,2015-09-26,5,7,0,1,0,35.33333333,0.361666667,0.083333333,0.666666667,0.325833333,2,28,0,0,1,2,2,0,0,33,Orthodox,185.42,182.88,0.4166666666666667,12
George Sotiropoulos,2013-10-19,7,3,0,3,0,23.1,0.329,1.2,1.6,0.394,7,22,0,0,0,2,1,4,0,36,Orthodox,177.8,180.34,0.7,10
George Sullivan,2018-08-25,3,3,0,2,0,38.66666667,0.463333333,0.5,1.0,0.3,2,14,0,0,0,2,1,0,0,37,Orthodox,182.88,185.42,0.5,6
Georges St-Pierre,2017-11-04,19,2,0,0,12,59.71428571,0.56,1.095238095,4.142857143,0.728571429,12,68,14,0,2,10,5,2,0,36,Orthodox,180.34,193.04,0.9047619047619048,21
Gerald Meerschaert,2021-08-28,7,6,0,0,1,3.41,0.44,1.8,2.58,0.4,2,24,0,0,0,0,1,6,0,33,Southpaw,185.42,195.58,0.5384615384615384,13
Geraldo de Freitas,2020-11-14,1,1,0,1,0,2.97,0.47,0.0,4.0,0.5,1,6,0,0,0,1,0,0,0,29,Orthodox,170.18,182.88,0.5,2
Germaine De Randamie,2019-07-13,7,2,0,0,4,2.72,0.47,0.2,0.0,0.0,4,22,1,0,1,3,3,0,0,35,Orthodox,175.26,180.34,0.7777777777777778,9
Germaine de Randamie,2020-10-03,8,3,0,1,0,2.72,0.47,0.2,0.0,0.0,5,28,2,0,1,3,4,0,0,36,Orthodox,175.26,180.34,0.7272727272727273,11
Gian Villante,2020-12-05,10,11,0,2,0,4.32,0.44,0.0,0.49,0.23,3,52,0,0,3,2,5,0,0,35,Orthodox,190.5,193.04,0.47619047619047616,21
Giga Chikadze,2021-08-28,6,1,0,0,6,3.76,0.45,0.3,0.33,0.33,6,17,0,0,2,2,2,0,0,33,Orthodox,182.88,187.96,0.8571428571428571,7
Gilbert Burns,2021-07-10,12,4,0,1,0,3.12,0.46,0.6,2.16,0.36,6,39,1,0,0,5,3,4,0,34,Orthodox,177.8,180.34,0.75,16
Gilbert Melendez,2019-07-06,17,7,0,4,0,3.44,0.33,0.2,1.64,0.41,8,74,2,0,2,7,8,0,0,37,Orthodox,175.26,185.42,0.7083333333333334,24
Gilbert Yvel,2010-10-23,0,2,0,2,0,18.0,0.35,1.0,0.0,0.0,0,4,0,0,0,0,0,0,0,34,Orthodox,187.96,195.58,0.0,2
Gillian Robertson,2021-03-27,6,3,0,1,0,2.01,0.49,0.9,2.54,0.47,2,18,0,0,0,1,1,4,0,25,Orthodox,165.1,160.02,0.6666666666666666,9
Gina Mazany,2021-05-15,2,4,0,0,1,3.43,0.49,0.3,4.7,0.58,1,12,0,0,0,1,1,0,0,32,Southpaw,167.64,172.72,0.3333333333333333,6
Glaico Franca,2016-04-23,1,0,0,0,1,23.0,0.74,1.0,4.0,0.44,1,3,1,0,0,0,0,1,0,25,Orthodox,182.88,195.58,1.0,1
Gleison Tibau,2018-06-01,16,11,0,3,0,21.22222222,0.361111111,0.62962963,3.111111111,0.496666667,3,64,0,0,5,6,1,4,0,34,Southpaw,177.8,180.34,0.5925925925925926,27
Gloria de Paula,2021-07-31,1,1,0,1,0,3.39,0.54,1.0,0.0,0.0,1,6,0,0,0,1,0,0,0,26,Orthodox,165.1,170.18,0.5,2
Glover Teixeira,2020-11-07,17,6,0,0,4,3.74,0.47,0.9,1.87,0.38,8,51,1,0,1,2,8,6,0,41,Orthodox,187.96,193.04,0.7391304347826086,23
Godofredo Pepey,2018-01-27,5,5,0,1,0,18.4,0.402,0.8,0.2,0.1,3,18,1,0,1,0,1,3,0,30,Orthodox,170.18,185.42,0.5,10
Gokhan Saki,2018-07-07,1,0,0,0,1,40.0,0.6,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,34,Orthodox,182.88,185.42,1.0,1
Goran Reljic,2010-11-13,1,2,0,2,0,22.33333333,0.39,1.333333333,1.333333333,0.533333333,1,8,0,0,0,0,1,0,0,26,Southpaw,190.5,205.74,0.3333333333333333,3
Grant Dawson,2021-03-20,5,0,0,0,5,3.4,0.48,1.6,3.44,0.34,5,12,0,0,0,2,0,3,0,27,Switch,177.8,182.88,1.0,5
Gray Maynard,2018-10-06,11,8,0,0,1,25.26315789,0.378947368,0.631578947,2.631578947,0.45,8,54,2,0,3,7,1,0,0,39,Orthodox,175.26,177.8,0.5789473684210527,19
Greg Hardy,2021-07-10,6,3,0,1,0,4.84,0.5,0.0,0.2,0.33,2,19,0,0,0,1,5,0,0,32,Orthodox,195.58,203.2,0.6666666666666666,9
Greg Soto,2011-01-01,1,1,0,0,1,45.5,0.615,0.5,1.5,0.21,1,6,0,0,0,1,0,0,0,24,Orthodox,180.34,185.42,0.5,2
Gregor Gillespie,2021-05-08,6,1,0,1,0,3.74,0.52,0.8,6.86,0.48,6,12,0,0,0,1,3,2,0,34,Orthodox,170.18,180.34,0.8571428571428571,7
Gregory Rodrigues,2021-06-05,0,1,0,1,0,4.91,0.48,0.0,2.6,0.5,0,1,0,0,0,0,0,0,0,29,Orthodox,190.5,190.5,0.0,1
Guido Cannetti,2021-08-28,2,4,0,2,0,3.2,0.54,0.2,2.04,0.5,1,12,0,0,0,2,0,0,0,41,Southpaw,167.64,172.72,0.3333333333333333,6
Gunnar Nelson,2019-09-28,8,4,0,1,0,1.71,0.57,0.9,1.72,0.55,4,26,0,0,0,1,0,7,0,31,Switch,180.34,182.88,0.6666666666666666,12
Gustavo Lopez,2021-03-20,1,1,0,0,1,2.24,0.41,0.5,1.07,0.5,1,4,0,0,0,0,0,1,0,31,Orthodox,165.1,170.18,0.5,2
Guto Inocente,2014-11-07,0,1,0,1,0,6.0,0.75,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,28,Orthodox,190.5,195.58,0.0,1
Hacran Dias,2017-10-28,3,4,0,2,0,31.0,0.45,0.428571429,2.857142857,0.38,2,21,0,0,1,2,0,0,0,33,Orthodox,172.72,175.26,0.42857142857142855,7
Hakeem Dawodu,2021-06-12,5,1,0,0,5,4.72,0.46,0.0,0.0,0.0,5,16,0,0,3,1,1,0,0,29,Orthodox,172.72,185.42,0.8333333333333334,6
